year,id,winner_name,wins,rank,wins_lbl
Monte Carlo Masters 2005,138,Michael Chang,7,4, 7
Monte Carlo Masters 2005,138,Boris Becker,5,6, 5
Monte Carlo Masters 2005,138,Jim Courier,5,7, 5
Monte Carlo Masters 2005,138,Pete Sampras,11,2, 11
Monte Carlo Masters 2005,138,Andrei Medvedev,4,12, 4
Monte Carlo Masters 2005,138,Thomas Enqvist,3,14, 3
Monte Carlo Masters 2005,138,Marcelo Rios,5,8, 5
Monte Carlo Masters 2005,138,Carlos Moya,3,15, 3
Monte Carlo Masters 2005,138,Gustavo Kuerten,5,9, 5
Monte Carlo Masters 2005,138,Marat Safin,5,10, 5
Monte Carlo Masters 2005,138,Juan Carlos Ferrero,4,13, 4
Monte Carlo Masters 2005,138,Roger Federer,6,5, 6
Rome Masters 2005,139,Stefan Edberg,4,11, 4
Rome Masters 2005,139,Andre Agassi,17,1, 17
Rome Masters 2005,139,Thomas Muster,8,3, 8
Rome Masters 2005,139,Michael Chang,7,4, 7
Rome Masters 2005,139,Boris Becker,5,6, 5
Rome Masters 2005,139,Jim Courier,5,7, 5
Rome Masters 2005,139,Pete Sampras,11,2, 11
Rome Masters 2005,139,Andrei Medvedev,4,12, 4
Rome Masters 2005,139,Thomas Enqvist,3,14, 3
Rome Masters 2005,139,Marcelo Rios,5,8, 5
Rome Masters 2005,139,Carlos Moya,3,15, 3
Rome Masters 2005,139,Gustavo Kuerten,5,9, 5
Rome Masters 2005,139,Marat Safin,5,10, 5
Rome Masters 2005,139,Juan Carlos Ferrero,4,13, 4
Rome Masters 2005,139,Roger Federer,6,5, 6
Hamburg Masters 2005,140,Stefan Edberg,4,11, 4
Hamburg Masters 2005,140,Andre Agassi,17,1, 17
Hamburg Masters 2005,140,Thomas Muster,8,3, 8
Hamburg Masters 2005,140,Michael Chang,7,4, 7
Hamburg Masters 2005,140,Boris Becker,5,6, 5
Hamburg Masters 2005,140,Jim Courier,5,7, 5
Hamburg Masters 2005,140,Pete Sampras,11,2, 11
Hamburg Masters 2005,140,Andrei Medvedev,4,12, 4
Hamburg Masters 2005,140,Thomas Enqvist,3,14, 3
Hamburg Masters 2005,140,Marcelo Rios,5,8, 5
Hamburg Masters 2005,140,Carlos Moya,3,15, 3
Hamburg Masters 2005,140,Gustavo Kuerten,5,9, 5
Hamburg Masters 2005,140,Marat Safin,5,10, 5
Hamburg Masters 2005,140,Juan Carlos Ferrero,4,13, 4
Hamburg Masters 2005,140,Roger Federer,7,5, 7
Canada Masters 2005,141,Stefan Edberg,4,11, 4
Canada Masters 2005,141,Andre Agassi,17,1, 17
Canada Masters 2005,141,Thomas Muster,8,3, 8
Canada Masters 2005,141,Michael Chang,7,4, 7
Canada Masters 2005,141,Boris Becker,5,6, 5
Canada Masters 2005,141,Jim Courier,5,7, 5
Canada Masters 2005,141,Pete Sampras,11,2, 11
Canada Masters 2005,141,Andrei Medvedev,4,12, 4
Canada Masters 2005,141,Thomas Enqvist,3,14, 3
Canada Masters 2005,141,Marcelo Rios,5,8, 5
Canada Masters 2005,141,Carlos Moya,3,15, 3
Canada Masters 2005,141,Gustavo Kuerten,5,9, 5
Canada Masters 2005,141,Marat Safin,5,10, 5
Canada Masters 2005,141,Juan Carlos Ferrero,4,13, 4
Canada Masters 2005,141,Roger Federer,7,5, 7
Cincinnati Masters 2005,142,Stefan Edberg,4,11, 4
Cincinnati Masters 2005,142,Andre Agassi,17,1, 17
Cincinnati Masters 2005,142,Thomas Muster,8,3, 8
Cincinnati Masters 2005,142,Michael Chang,7,5, 7
Cincinnati Masters 2005,142,Boris Becker,5,6, 5
Cincinnati Masters 2005,142,Jim Courier,5,7, 5
Cincinnati Masters 2005,142,Pete Sampras,11,2, 11
Cincinnati Masters 2005,142,Andrei Medvedev,4,12, 4
Cincinnati Masters 2005,142,Thomas Enqvist,3,14, 3
Cincinnati Masters 2005,142,Marcelo Rios,5,8, 5
Cincinnati Masters 2005,142,Carlos Moya,3,15, 3
Cincinnati Masters 2005,142,Gustavo Kuerten,5,9, 5
Cincinnati Masters 2005,142,Marat Safin,5,10, 5
Cincinnati Masters 2005,142,Juan Carlos Ferrero,4,13, 4
Cincinnati Masters 2005,142,Roger Federer,8,4, 8
Madrid Masters 2005,143,Stefan Edberg,4,11, 4
Madrid Masters 2005,143,Andre Agassi,17,1, 17
Madrid Masters 2005,143,Thomas Muster,8,3, 8
Madrid Masters 2005,143,Michael Chang,7,5, 7
Madrid Masters 2005,143,Boris Becker,5,6, 5
Madrid Masters 2005,143,Jim Courier,5,7, 5
Madrid Masters 2005,143,Pete Sampras,11,2, 11
Madrid Masters 2005,143,Andrei Medvedev,4,12, 4
Madrid Masters 2005,143,Thomas Enqvist,3,15, 3
Madrid Masters 2005,143,Marcelo Rios,5,8, 5
Madrid Masters 2005,143,Gustavo Kuerten,5,9, 5
Madrid Masters 2005,143,Marat Safin,5,10, 5
Madrid Masters 2005,143,Juan Carlos Ferrero,4,13, 4
Madrid Masters 2005,143,Roger Federer,8,4, 8
Madrid Masters 2005,143,Rafael Nadal,4,14, 4
Paris Masters 2005,144,Stefan Edberg,4,11, 4
Paris Masters 2005,144,Andre Agassi,17,1, 17
Paris Masters 2005,144,Thomas Muster,8,3, 8
Paris Masters 2005,144,Michael Chang,7,5, 7
Paris Masters 2005,144,Boris Becker,5,6, 5
Paris Masters 2005,144,Jim Courier,5,7, 5
Paris Masters 2005,144,Pete Sampras,11,2, 11
Paris Masters 2005,144,Andrei Medvedev,4,12, 4
Paris Masters 2005,144,Thomas Enqvist,3,15, 3
Paris Masters 2005,144,Marcelo Rios,5,8, 5
Paris Masters 2005,144,Gustavo Kuerten,5,9, 5
Paris Masters 2005,144,Marat Safin,5,10, 5
Paris Masters 2005,144,Juan Carlos Ferrero,4,13, 4
Paris Masters 2005,144,Roger Federer,8,4, 8
Paris Masters 2005,144,Rafael Nadal,4,14, 4
Indian Wells Masters 2006,145,Stefan Edberg,4,11, 4
Indian Wells Masters 2006,145,Andre Agassi,17,1, 17
Indian Wells Masters 2006,145,Thomas Muster,8,4, 8
Indian Wells Masters 2006,145,Michael Chang,7,5, 7
Indian Wells Masters 2006,145,Boris Becker,5,6, 5
Indian Wells Masters 2006,145,Jim Courier,5,7, 5
Indian Wells Masters 2006,145,Pete Sampras,11,2, 11
Indian Wells Masters 2006,145,Andrei Medvedev,4,12, 4
Indian Wells Masters 2006,145,Thomas Enqvist,3,15, 3
Indian Wells Masters 2006,145,Marcelo Rios,5,8, 5
Indian Wells Masters 2006,145,Gustavo Kuerten,5,9, 5
Indian Wells Masters 2006,145,Marat Safin,5,10, 5
Indian Wells Masters 2006,145,Juan Carlos Ferrero,4,13, 4
Indian Wells Masters 2006,145,Roger Federer,9,3, 9
Indian Wells Masters 2006,145,Rafael Nadal,4,14, 4
Miami Masters 2006,146,Stefan Edberg,4,11, 4
Miami Masters 2006,146,Andre Agassi,17,1, 17
Miami Masters 2006,146,Thomas Muster,8,4, 8
Miami Masters 2006,146,Michael Chang,7,5, 7
Miami Masters 2006,146,Boris Becker,5,6, 5
Miami Masters 2006,146,Jim Courier,5,7, 5
Miami Masters 2006,146,Pete Sampras,11,2, 11
Miami Masters 2006,146,Andrei Medvedev,4,12, 4
Miami Masters 2006,146,Thomas Enqvist,3,15, 3
Miami Masters 2006,146,Marcelo Rios,5,8, 5
Miami Masters 2006,146,Gustavo Kuerten,5,9, 5
Miami Masters 2006,146,Marat Safin,5,10, 5
Miami Masters 2006,146,Juan Carlos Ferrero,4,13, 4
Miami Masters 2006,146,Roger Federer,10,3, 10
Miami Masters 2006,146,Rafael Nadal,4,14, 4
Monte Carlo Masters 2006,147,Stefan Edberg,4,12, 4
Monte Carlo Masters 2006,147,Andre Agassi,17,1, 17
Monte Carlo Masters 2006,147,Thomas Muster,8,4, 8
Monte Carlo Masters 2006,147,Michael Chang,7,5, 7
Monte Carlo Masters 2006,147,Boris Becker,5,6, 5
Monte Carlo Masters 2006,147,Jim Courier,5,7, 5
Monte Carlo Masters 2006,147,Pete Sampras,11,2, 11
Monte Carlo Masters 2006,147,Andrei Medvedev,4,13, 4
Monte Carlo Masters 2006,147,Thomas Enqvist,3,15, 3
Monte Carlo Masters 2006,147,Marcelo Rios,5,8, 5
Monte Carlo Masters 2006,147,Gustavo Kuerten,5,9, 5
Monte Carlo Masters 2006,147,Marat Safin,5,10, 5
Monte Carlo Masters 2006,147,Juan Carlos Ferrero,4,14, 4
Monte Carlo Masters 2006,147,Roger Federer,10,3, 10
Monte Carlo Masters 2006,147,Rafael Nadal,5,11, 5
Rome Masters 2006,148,Stefan Edberg,4,12, 4
Rome Masters 2006,148,Andre Agassi,17,1, 17
Rome Masters 2006,148,Thomas Muster,8,4, 8
Rome Masters 2006,148,Michael Chang,7,5, 7
Rome Masters 2006,148,Boris Becker,5,7, 5
Rome Masters 2006,148,Jim Courier,5,8, 5
Rome Masters 2006,148,Pete Sampras,11,2, 11
Rome Masters 2006,148,Andrei Medvedev,4,13, 4
Rome Masters 2006,148,Thomas Enqvist,3,15, 3
Rome Masters 2006,148,Marcelo Rios,5,9, 5
Rome Masters 2006,148,Gustavo Kuerten,5,10, 5
Rome Masters 2006,148,Marat Safin,5,11, 5
Rome Masters 2006,148,Juan Carlos Ferrero,4,14, 4
Rome Masters 2006,148,Roger Federer,10,3, 10
Rome Masters 2006,148,Rafael Nadal,6,6, 6
Hamburg Masters 2006,149,Stefan Edberg,4,12, 4
Hamburg Masters 2006,149,Andre Agassi,17,1, 17
Hamburg Masters 2006,149,Thomas Muster,8,4, 8
Hamburg Masters 2006,149,Michael Chang,7,5, 7
Hamburg Masters 2006,149,Boris Becker,5,7, 5
Hamburg Masters 2006,149,Jim Courier,5,8, 5
Hamburg Masters 2006,149,Pete Sampras,11,2, 11
Hamburg Masters 2006,149,Andrei Medvedev,4,13, 4
Hamburg Masters 2006,149,Thomas Enqvist,3,15, 3
Hamburg Masters 2006,149,Marcelo Rios,5,9, 5
Hamburg Masters 2006,149,Gustavo Kuerten,5,10, 5
Hamburg Masters 2006,149,Marat Safin,5,11, 5
Hamburg Masters 2006,149,Juan Carlos Ferrero,4,14, 4
Hamburg Masters 2006,149,Roger Federer,10,3, 10
Hamburg Masters 2006,149,Rafael Nadal,6,6, 6
Canada Masters 2006,150,Stefan Edberg,4,12, 4
Canada Masters 2006,150,Andre Agassi,17,1, 17
Canada Masters 2006,150,Thomas Muster,8,4, 8
Canada Masters 2006,150,Michael Chang,7,5, 7
Canada Masters 2006,150,Boris Becker,5,7, 5
Canada Masters 2006,150,Jim Courier,5,8, 5
Canada Masters 2006,150,Pete Sampras,11,2, 11
Canada Masters 2006,150,Andrei Medvedev,4,13, 4
Canada Masters 2006,150,Thomas Enqvist,3,15, 3
Canada Masters 2006,150,Marcelo Rios,5,9, 5
Canada Masters 2006,150,Gustavo Kuerten,5,10, 5
Canada Masters 2006,150,Marat Safin,5,11, 5
Canada Masters 2006,150,Juan Carlos Ferrero,4,14, 4
Canada Masters 2006,150,Roger Federer,11,3, 11
Canada Masters 2006,150,Rafael Nadal,6,6, 6
Cincinnati Masters 2006,151,Stefan Edberg,4,12, 4
Cincinnati Masters 2006,151,Andre Agassi,17,1, 17
Cincinnati Masters 2006,151,Thomas Muster,8,4, 8
Cincinnati Masters 2006,151,Michael Chang,7,5, 7
Cincinnati Masters 2006,151,Boris Becker,5,7, 5
Cincinnati Masters 2006,151,Jim Courier,5,8, 5
Cincinnati Masters 2006,151,Pete Sampras,11,2, 11
Cincinnati Masters 2006,151,Andrei Medvedev,4,13, 4
Cincinnati Masters 2006,151,Marcelo Rios,5,9, 5
Cincinnati Masters 2006,151,Gustavo Kuerten,5,10, 5
Cincinnati Masters 2006,151,Marat Safin,5,11, 5
Cincinnati Masters 2006,151,Juan Carlos Ferrero,4,14, 4
Cincinnati Masters 2006,151,Roger Federer,11,3, 11
Cincinnati Masters 2006,151,Andy Roddick,4,15, 4
Cincinnati Masters 2006,151,Rafael Nadal,6,6, 6
Madrid Masters 2006,152,Stefan Edberg,4,12, 4
Madrid Masters 2006,152,Andre Agassi,17,1, 17
Madrid Masters 2006,152,Thomas Muster,8,4, 8
Madrid Masters 2006,152,Michael Chang,7,5, 7
Madrid Masters 2006,152,Boris Becker,5,7, 5
Madrid Masters 2006,152,Jim Courier,5,8, 5
Madrid Masters 2006,152,Pete Sampras,11,3, 11
Madrid Masters 2006,152,Andrei Medvedev,4,13, 4
Madrid Masters 2006,152,Marcelo Rios,5,9, 5
Madrid Masters 2006,152,Gustavo Kuerten,5,10, 5
Madrid Masters 2006,152,Marat Safin,5,11, 5
Madrid Masters 2006,152,Juan Carlos Ferrero,4,14, 4
Madrid Masters 2006,152,Roger Federer,12,2, 12
Madrid Masters 2006,152,Andy Roddick,4,15, 4
Madrid Masters 2006,152,Rafael Nadal,6,6, 6
Paris Masters 2006,153,Stefan Edberg,4,12, 4
Paris Masters 2006,153,Andre Agassi,17,1, 17
Paris Masters 2006,153,Thomas Muster,8,4, 8
Paris Masters 2006,153,Michael Chang,7,5, 7
Paris Masters 2006,153,Boris Becker,5,7, 5
Paris Masters 2006,153,Jim Courier,5,8, 5
Paris Masters 2006,153,Pete Sampras,11,3, 11
Paris Masters 2006,153,Andrei Medvedev,4,13, 4
Paris Masters 2006,153,Marcelo Rios,5,9, 5
Paris Masters 2006,153,Gustavo Kuerten,5,10, 5
Paris Masters 2006,153,Marat Safin,5,11, 5
Paris Masters 2006,153,Juan Carlos Ferrero,4,14, 4
Paris Masters 2006,153,Roger Federer,12,2, 12
Paris Masters 2006,153,Andy Roddick,4,15, 4
Paris Masters 2006,153,Rafael Nadal,6,6, 6
Indian Wells Masters 2007,154,Stefan Edberg,4,12, 4
Indian Wells Masters 2007,154,Andre Agassi,17,1, 17
Indian Wells Masters 2007,154,Thomas Muster,8,4, 8
Indian Wells Masters 2007,154,Michael Chang,7,5, 7
Indian Wells Masters 2007,154,Boris Becker,5,7, 5
Indian Wells Masters 2007,154,Jim Courier,5,8, 5
Indian Wells Masters 2007,154,Pete Sampras,11,3, 11
Indian Wells Masters 2007,154,Andrei Medvedev,4,13, 4
Indian Wells Masters 2007,154,Marcelo Rios,5,9, 5
Indian Wells Masters 2007,154,Gustavo Kuerten,5,10, 5
Indian Wells Masters 2007,154,Marat Safin,5,11, 5
Indian Wells Masters 2007,154,Juan Carlos Ferrero,4,14, 4
Indian Wells Masters 2007,154,Roger Federer,12,2, 12
Indian Wells Masters 2007,154,Andy Roddick,4,15, 4
Indian Wells Masters 2007,154,Rafael Nadal,7,6, 7
Miami Masters 2007,155,Stefan Edberg,4,12, 4
Miami Masters 2007,155,Andre Agassi,17,1, 17
Miami Masters 2007,155,Thomas Muster,8,4, 8
Miami Masters 2007,155,Michael Chang,7,5, 7
Miami Masters 2007,155,Boris Becker,5,7, 5
Miami Masters 2007,155,Jim Courier,5,8, 5
Miami Masters 2007,155,Pete Sampras,11,3, 11
Miami Masters 2007,155,Andrei Medvedev,4,13, 4
Miami Masters 2007,155,Marcelo Rios,5,9, 5
Miami Masters 2007,155,Gustavo Kuerten,5,10, 5
Miami Masters 2007,155,Marat Safin,5,11, 5
Miami Masters 2007,155,Juan Carlos Ferrero,4,14, 4
Miami Masters 2007,155,Roger Federer,12,2, 12
Miami Masters 2007,155,Andy Roddick,4,15, 4
Miami Masters 2007,155,Rafael Nadal,7,6, 7
Monte Carlo Masters 2007,156,Stefan Edberg,4,12, 4
Monte Carlo Masters 2007,156,Andre Agassi,17,1, 17
Monte Carlo Masters 2007,156,Thomas Muster,8,4, 8
Monte Carlo Masters 2007,156,Michael Chang,7,6, 7
Monte Carlo Masters 2007,156,Boris Becker,5,7, 5
Monte Carlo Masters 2007,156,Jim Courier,5,8, 5
Monte Carlo Masters 2007,156,Pete Sampras,11,3, 11
Monte Carlo Masters 2007,156,Andrei Medvedev,4,13, 4
Monte Carlo Masters 2007,156,Marcelo Rios,5,9, 5
Monte Carlo Masters 2007,156,Gustavo Kuerten,5,10, 5
Monte Carlo Masters 2007,156,Marat Safin,5,11, 5
Monte Carlo Masters 2007,156,Juan Carlos Ferrero,4,14, 4
Monte Carlo Masters 2007,156,Roger Federer,12,2, 12
Monte Carlo Masters 2007,156,Andy Roddick,4,15, 4
Monte Carlo Masters 2007,156,Rafael Nadal,8,5, 8
Rome Masters 2007,157,Stefan Edberg,4,12, 4
Rome Masters 2007,157,Andre Agassi,17,1, 17
Rome Masters 2007,157,Thomas Muster,8,5, 8
Rome Masters 2007,157,Michael Chang,7,6, 7
Rome Masters 2007,157,Boris Becker,5,7, 5
Rome Masters 2007,157,Jim Courier,5,8, 5
Rome Masters 2007,157,Pete Sampras,11,3, 11
Rome Masters 2007,157,Andrei Medvedev,4,13, 4
Rome Masters 2007,157,Marcelo Rios,5,9, 5
Rome Masters 2007,157,Gustavo Kuerten,5,10, 5
Rome Masters 2007,157,Marat Safin,5,11, 5
Rome Masters 2007,157,Juan Carlos Ferrero,4,14, 4
Rome Masters 2007,157,Roger Federer,12,2, 12
Rome Masters 2007,157,Andy Roddick,4,15, 4
Rome Masters 2007,157,Rafael Nadal,9,4, 9
Hamburg Masters 2007,158,Stefan Edberg,4,12, 4
Hamburg Masters 2007,158,Andre Agassi,17,1, 17
Hamburg Masters 2007,158,Thomas Muster,8,5, 8
Hamburg Masters 2007,158,Michael Chang,7,6, 7
Hamburg Masters 2007,158,Boris Becker,5,7, 5
Hamburg Masters 2007,158,Jim Courier,5,8, 5
Hamburg Masters 2007,158,Pete Sampras,11,3, 11
Hamburg Masters 2007,158,Andrei Medvedev,4,13, 4
Hamburg Masters 2007,158,Marcelo Rios,5,9, 5
Hamburg Masters 2007,158,Gustavo Kuerten,5,10, 5
Hamburg Masters 2007,158,Marat Safin,5,11, 5
Hamburg Masters 2007,158,Juan Carlos Ferrero,4,14, 4
Hamburg Masters 2007,158,Roger Federer,13,2, 13
Hamburg Masters 2007,158,Andy Roddick,4,15, 4
Hamburg Masters 2007,158,Rafael Nadal,9,4, 9
Canada Masters 2007,159,Stefan Edberg,4,12, 4
Canada Masters 2007,159,Andre Agassi,17,1, 17
Canada Masters 2007,159,Thomas Muster,8,5, 8
Canada Masters 2007,159,Michael Chang,7,6, 7
Canada Masters 2007,159,Boris Becker,5,7, 5
Canada Masters 2007,159,Jim Courier,5,8, 5
Canada Masters 2007,159,Pete Sampras,11,3, 11
Canada Masters 2007,159,Andrei Medvedev,4,13, 4
Canada Masters 2007,159,Marcelo Rios,5,9, 5
Canada Masters 2007,159,Gustavo Kuerten,5,10, 5
Canada Masters 2007,159,Marat Safin,5,11, 5
Canada Masters 2007,159,Juan Carlos Ferrero,4,14, 4
Canada Masters 2007,159,Roger Federer,13,2, 13
Canada Masters 2007,159,Andy Roddick,4,15, 4
Canada Masters 2007,159,Rafael Nadal,9,4, 9
Cincinnati Masters 2007,160,Stefan Edberg,4,12, 4
Cincinnati Masters 2007,160,Andre Agassi,17,1, 17
Cincinnati Masters 2007,160,Thomas Muster,8,5, 8
Cincinnati Masters 2007,160,Michael Chang,7,6, 7
Cincinnati Masters 2007,160,Boris Becker,5,7, 5
Cincinnati Masters 2007,160,Jim Courier,5,8, 5
Cincinnati Masters 2007,160,Pete Sampras,11,3, 11
Cincinnati Masters 2007,160,Andrei Medvedev,4,13, 4
Cincinnati Masters 2007,160,Marcelo Rios,5,9, 5
Cincinnati Masters 2007,160,Gustavo Kuerten,5,10, 5
Cincinnati Masters 2007,160,Marat Safin,5,11, 5
Cincinnati Masters 2007,160,Juan Carlos Ferrero,4,14, 4
Cincinnati Masters 2007,160,Roger Federer,14,2, 14
Cincinnati Masters 2007,160,Andy Roddick,4,15, 4
Cincinnati Masters 2007,160,Rafael Nadal,9,4, 9
Madrid Masters 2007,161,Stefan Edberg,4,12, 4
Madrid Masters 2007,161,Andre Agassi,17,1, 17
Madrid Masters 2007,161,Thomas Muster,8,5, 8
Madrid Masters 2007,161,Michael Chang,7,6, 7
Madrid Masters 2007,161,Boris Becker,5,7, 5
Madrid Masters 2007,161,Jim Courier,5,8, 5
Madrid Masters 2007,161,Pete Sampras,11,3, 11
Madrid Masters 2007,161,Andrei Medvedev,4,13, 4
Madrid Masters 2007,161,Marcelo Rios,5,9, 5
Madrid Masters 2007,161,Gustavo Kuerten,5,10, 5
Madrid Masters 2007,161,Marat Safin,5,11, 5
Madrid Masters 2007,161,Juan Carlos Ferrero,4,14, 4
Madrid Masters 2007,161,Roger Federer,14,2, 14
Madrid Masters 2007,161,Andy Roddick,4,15, 4
Madrid Masters 2007,161,Rafael Nadal,9,4, 9
Paris Masters 2007,162,Stefan Edberg,4,12, 4
Paris Masters 2007,162,Andre Agassi,17,1, 17
Paris Masters 2007,162,Thomas Muster,8,5, 8
Paris Masters 2007,162,Michael Chang,7,6, 7
Paris Masters 2007,162,Boris Becker,5,7, 5
Paris Masters 2007,162,Jim Courier,5,8, 5
Paris Masters 2007,162,Pete Sampras,11,3, 11
Paris Masters 2007,162,Andrei Medvedev,4,13, 4
Paris Masters 2007,162,Marcelo Rios,5,9, 5
Paris Masters 2007,162,Gustavo Kuerten,5,10, 5
Paris Masters 2007,162,Marat Safin,5,11, 5
Paris Masters 2007,162,Juan Carlos Ferrero,4,14, 4
Paris Masters 2007,162,Roger Federer,14,2, 14
Paris Masters 2007,162,Andy Roddick,4,15, 4
Paris Masters 2007,162,Rafael Nadal,9,4, 9
Indian Wells Masters 2008,163,Stefan Edberg,4,12, 4
Indian Wells Masters 2008,163,Andre Agassi,17,1, 17
Indian Wells Masters 2008,163,Thomas Muster,8,5, 8
Indian Wells Masters 2008,163,Michael Chang,7,6, 7
Indian Wells Masters 2008,163,Boris Becker,5,7, 5
Indian Wells Masters 2008,163,Jim Courier,5,8, 5
Indian Wells Masters 2008,163,Pete Sampras,11,3, 11
Indian Wells Masters 2008,163,Andrei Medvedev,4,13, 4
Indian Wells Masters 2008,163,Marcelo Rios,5,9, 5
Indian Wells Masters 2008,163,Gustavo Kuerten,5,10, 5
Indian Wells Masters 2008,163,Marat Safin,5,11, 5
Indian Wells Masters 2008,163,Juan Carlos Ferrero,4,14, 4
Indian Wells Masters 2008,163,Roger Federer,14,2, 14
Indian Wells Masters 2008,163,Andy Roddick,4,15, 4
Indian Wells Masters 2008,163,Rafael Nadal,9,4, 9
Miami Masters 2008,164,Stefan Edberg,4,12, 4
Miami Masters 2008,164,Andre Agassi,17,1, 17
Miami Masters 2008,164,Thomas Muster,8,5, 8
Miami Masters 2008,164,Michael Chang,7,6, 7
Miami Masters 2008,164,Boris Becker,5,7, 5
Miami Masters 2008,164,Jim Courier,5,8, 5
Miami Masters 2008,164,Pete Sampras,11,3, 11
Miami Masters 2008,164,Andrei Medvedev,4,13, 4
Miami Masters 2008,164,Marcelo Rios,5,9, 5
Miami Masters 2008,164,Gustavo Kuerten,5,10, 5
Miami Masters 2008,164,Marat Safin,5,11, 5
Miami Masters 2008,164,Juan Carlos Ferrero,4,14, 4
Miami Masters 2008,164,Roger Federer,14,2, 14
Miami Masters 2008,164,Andy Roddick,4,15, 4
Miami Masters 2008,164,Rafael Nadal,9,4, 9
Monte Carlo Masters 2008,165,Stefan Edberg,4,12, 4
Monte Carlo Masters 2008,165,Andre Agassi,17,1, 17
Monte Carlo Masters 2008,165,Thomas Muster,8,5, 8
Monte Carlo Masters 2008,165,Michael Chang,7,6, 7
Monte Carlo Masters 2008,165,Boris Becker,5,7, 5
Monte Carlo Masters 2008,165,Jim Courier,5,8, 5
Monte Carlo Masters 2008,165,Pete Sampras,11,3, 11
Monte Carlo Masters 2008,165,Andrei Medvedev,4,13, 4
Monte Carlo Masters 2008,165,Marcelo Rios,5,9, 5
Monte Carlo Masters 2008,165,Gustavo Kuerten,5,10, 5
Monte Carlo Masters 2008,165,Marat Safin,5,11, 5
Monte Carlo Masters 2008,165,Juan Carlos Ferrero,4,14, 4
Monte Carlo Masters 2008,165,Roger Federer,14,2, 14
Monte Carlo Masters 2008,165,Andy Roddick,4,15, 4
Monte Carlo Masters 2008,165,Rafael Nadal,10,4, 10
Rome Masters 2008,166,Stefan Edberg,4,12, 4
Rome Masters 2008,166,Andre Agassi,17,1, 17
Rome Masters 2008,166,Thomas Muster,8,5, 8
Rome Masters 2008,166,Michael Chang,7,6, 7
Rome Masters 2008,166,Boris Becker,5,7, 5
Rome Masters 2008,166,Jim Courier,5,8, 5
Rome Masters 2008,166,Pete Sampras,11,3, 11
Rome Masters 2008,166,Andrei Medvedev,4,13, 4
Rome Masters 2008,166,Marcelo Rios,5,9, 5
Rome Masters 2008,166,Gustavo Kuerten,5,10, 5
Rome Masters 2008,166,Marat Safin,5,11, 5
Rome Masters 2008,166,Juan Carlos Ferrero,4,14, 4
Rome Masters 2008,166,Roger Federer,14,2, 14
Rome Masters 2008,166,Andy Roddick,4,15, 4
Rome Masters 2008,166,Rafael Nadal,10,4, 10
Hamburg Masters 2008,167,Stefan Edberg,4,12, 4
Hamburg Masters 2008,167,Andre Agassi,17,1, 17
Hamburg Masters 2008,167,Thomas Muster,8,5, 8
Hamburg Masters 2008,167,Michael Chang,7,6, 7
Hamburg Masters 2008,167,Boris Becker,5,7, 5
Hamburg Masters 2008,167,Jim Courier,5,8, 5
Hamburg Masters 2008,167,Pete Sampras,11,3, 11
Hamburg Masters 2008,167,Andrei Medvedev,4,13, 4
Hamburg Masters 2008,167,Marcelo Rios,5,9, 5
Hamburg Masters 2008,167,Gustavo Kuerten,5,10, 5
Hamburg Masters 2008,167,Marat Safin,5,11, 5
Hamburg Masters 2008,167,Juan Carlos Ferrero,4,14, 4
Hamburg Masters 2008,167,Roger Federer,14,2, 14
Hamburg Masters 2008,167,Andy Roddick,4,15, 4
Hamburg Masters 2008,167,Rafael Nadal,11,4, 11
Canada Masters 2008,168,Stefan Edberg,4,12, 4
Canada Masters 2008,168,Andre Agassi,17,1, 17
Canada Masters 2008,168,Thomas Muster,8,5, 8
Canada Masters 2008,168,Michael Chang,7,6, 7
Canada Masters 2008,168,Boris Becker,5,7, 5
Canada Masters 2008,168,Jim Courier,5,8, 5
Canada Masters 2008,168,Pete Sampras,11,4, 11
Canada Masters 2008,168,Andrei Medvedev,4,13, 4
Canada Masters 2008,168,Marcelo Rios,5,9, 5
Canada Masters 2008,168,Gustavo Kuerten,5,10, 5
Canada Masters 2008,168,Marat Safin,5,11, 5
Canada Masters 2008,168,Juan Carlos Ferrero,4,14, 4
Canada Masters 2008,168,Roger Federer,14,2, 14
Canada Masters 2008,168,Andy Roddick,4,15, 4
Canada Masters 2008,168,Rafael Nadal,12,3, 12
Cincinnati Masters 2008,169,Stefan Edberg,4,12, 4
Cincinnati Masters 2008,169,Andre Agassi,17,1, 17
Cincinnati Masters 2008,169,Thomas Muster,8,5, 8
Cincinnati Masters 2008,169,Michael Chang,7,6, 7
Cincinnati Masters 2008,169,Boris Becker,5,7, 5
Cincinnati Masters 2008,169,Jim Courier,5,8, 5
Cincinnati Masters 2008,169,Pete Sampras,11,4, 11
Cincinnati Masters 2008,169,Andrei Medvedev,4,13, 4
Cincinnati Masters 2008,169,Marcelo Rios,5,9, 5
Cincinnati Masters 2008,169,Gustavo Kuerten,5,10, 5
Cincinnati Masters 2008,169,Marat Safin,5,11, 5
Cincinnati Masters 2008,169,Juan Carlos Ferrero,4,14, 4
Cincinnati Masters 2008,169,Roger Federer,14,2, 14
Cincinnati Masters 2008,169,Andy Roddick,4,15, 4
Cincinnati Masters 2008,169,Rafael Nadal,12,3, 12
Madrid Masters 2008,170,Stefan Edberg,4,12, 4
Madrid Masters 2008,170,Andre Agassi,17,1, 17
Madrid Masters 2008,170,Thomas Muster,8,5, 8
Madrid Masters 2008,170,Michael Chang,7,6, 7
