year,id,winner_name,wins,rank,wins_lbl
Rome Masters 1993,32,Stefan Edberg,4,2, 4
Rome Masters 1993,32,Andre Agassi,2,5, 2
Rome Masters 1993,32,Andrei Chesnokov,2,6, 2
Rome Masters 1993,32,Juan Aguilera,1,11, 1
Rome Masters 1993,32,Thomas Muster,2,7, 2
Rome Masters 1993,32,Michael Chang,3,3, 3
Rome Masters 1993,32,Boris Becker,3,4, 3
Rome Masters 1993,32,Jim Courier,5,1, 5
Rome Masters 1993,32,Sergi Bruguera,2,8, 2
Rome Masters 1993,32,Karel Novacek,1,12, 1
Rome Masters 1993,32,Emilio Sanchez,1,13, 1
Rome Masters 1993,32,Guy Forget,2,9, 2
Rome Masters 1993,32,Pete Sampras,2,10, 2
Rome Masters 1993,32,Goran Ivanisevic,1,14, 1
Rome Masters 1993,32,Michael Stich,1,15, 1
Canada Masters 1993,33,Stefan Edberg,4,2, 4
Canada Masters 1993,33,Andre Agassi,2,5, 2
Canada Masters 1993,33,Andrei Chesnokov,2,6, 2
Canada Masters 1993,33,Juan Aguilera,1,11, 1
Canada Masters 1993,33,Thomas Muster,2,7, 2
Canada Masters 1993,33,Michael Chang,3,3, 3
Canada Masters 1993,33,Boris Becker,3,4, 3
Canada Masters 1993,33,Jim Courier,5,1, 5
Canada Masters 1993,33,Sergi Bruguera,2,8, 2
Canada Masters 1993,33,Karel Novacek,1,12, 1
Canada Masters 1993,33,Emilio Sanchez,1,13, 1
Canada Masters 1993,33,Guy Forget,2,9, 2
Canada Masters 1993,33,Pete Sampras,2,10, 2
Canada Masters 1993,33,Goran Ivanisevic,1,14, 1
Canada Masters 1993,33,Michael Stich,1,15, 1
Cincinnati Masters 1993,34,Stefan Edberg,4,2, 4
Cincinnati Masters 1993,34,Andre Agassi,2,5, 2
Cincinnati Masters 1993,34,Andrei Chesnokov,2,6, 2
Cincinnati Masters 1993,34,Juan Aguilera,1,11, 1
Cincinnati Masters 1993,34,Thomas Muster,2,7, 2
Cincinnati Masters 1993,34,Michael Chang,4,3, 4
Cincinnati Masters 1993,34,Boris Becker,3,4, 3
Cincinnati Masters 1993,34,Jim Courier,5,1, 5
Cincinnati Masters 1993,34,Sergi Bruguera,2,8, 2
Cincinnati Masters 1993,34,Karel Novacek,1,12, 1
Cincinnati Masters 1993,34,Emilio Sanchez,1,13, 1
Cincinnati Masters 1993,34,Guy Forget,2,9, 2
Cincinnati Masters 1993,34,Pete Sampras,2,10, 2
Cincinnati Masters 1993,34,Goran Ivanisevic,1,14, 1
Cincinnati Masters 1993,34,Michael Stich,1,15, 1
Stockholm Masters 1993,35,Stefan Edberg,4,2, 4
Stockholm Masters 1993,35,Andre Agassi,2,5, 2
Stockholm Masters 1993,35,Andrei Chesnokov,2,6, 2
Stockholm Masters 1993,35,Juan Aguilera,1,12, 1
Stockholm Masters 1993,35,Thomas Muster,2,7, 2
Stockholm Masters 1993,35,Michael Chang,4,3, 4
Stockholm Masters 1993,35,Boris Becker,3,4, 3
Stockholm Masters 1993,35,Jim Courier,5,1, 5
Stockholm Masters 1993,35,Sergi Bruguera,2,8, 2
Stockholm Masters 1993,35,Karel Novacek,1,13, 1
Stockholm Masters 1993,35,Emilio Sanchez,1,14, 1
Stockholm Masters 1993,35,Guy Forget,2,9, 2
Stockholm Masters 1993,35,Pete Sampras,2,10, 2
Stockholm Masters 1993,35,Goran Ivanisevic,1,15, 1
Stockholm Masters 1993,35,Michael Stich,2,11, 2
Paris Masters 1993,36,Stefan Edberg,4,2, 4
Paris Masters 1993,36,Andre Agassi,2,5, 2
Paris Masters 1993,36,Andrei Chesnokov,2,6, 2
Paris Masters 1993,36,Juan Aguilera,1,13, 1
Paris Masters 1993,36,Thomas Muster,2,7, 2
Paris Masters 1993,36,Michael Chang,4,3, 4
Paris Masters 1993,36,Boris Becker,3,4, 3
Paris Masters 1993,36,Jim Courier,5,1, 5
Paris Masters 1993,36,Sergi Bruguera,2,8, 2
Paris Masters 1993,36,Karel Novacek,1,14, 1
Paris Masters 1993,36,Emilio Sanchez,1,15, 1
Paris Masters 1993,36,Guy Forget,2,9, 2
Paris Masters 1993,36,Pete Sampras,2,10, 2
Paris Masters 1993,36,Goran Ivanisevic,2,11, 2
Paris Masters 1993,36,Michael Stich,2,12, 2
Indian Wells Masters 1994,37,Stefan Edberg,4,2, 4
Indian Wells Masters 1994,37,Andre Agassi,2,6, 2
Indian Wells Masters 1994,37,Andrei Chesnokov,2,7, 2
Indian Wells Masters 1994,37,Juan Aguilera,1,13, 1
Indian Wells Masters 1994,37,Thomas Muster,2,8, 2
Indian Wells Masters 1994,37,Michael Chang,4,3, 4
Indian Wells Masters 1994,37,Boris Becker,3,4, 3
Indian Wells Masters 1994,37,Jim Courier,5,1, 5
Indian Wells Masters 1994,37,Sergi Bruguera,2,9, 2
Indian Wells Masters 1994,37,Karel Novacek,1,14, 1
Indian Wells Masters 1994,37,Emilio Sanchez,1,15, 1
Indian Wells Masters 1994,37,Guy Forget,2,10, 2
Indian Wells Masters 1994,37,Pete Sampras,3,5, 3
Indian Wells Masters 1994,37,Goran Ivanisevic,2,11, 2
Indian Wells Masters 1994,37,Michael Stich,2,12, 2
Miami Masters 1994,38,Stefan Edberg,4,2, 4
Miami Masters 1994,38,Andre Agassi,2,6, 2
Miami Masters 1994,38,Andrei Chesnokov,2,7, 2
Miami Masters 1994,38,Juan Aguilera,1,13, 1
Miami Masters 1994,38,Thomas Muster,2,8, 2
Miami Masters 1994,38,Michael Chang,4,3, 4
Miami Masters 1994,38,Boris Becker,3,5, 3
Miami Masters 1994,38,Jim Courier,5,1, 5
Miami Masters 1994,38,Sergi Bruguera,2,9, 2
Miami Masters 1994,38,Karel Novacek,1,14, 1
Miami Masters 1994,38,Emilio Sanchez,1,15, 1
Miami Masters 1994,38,Guy Forget,2,10, 2
Miami Masters 1994,38,Pete Sampras,4,4, 4
Miami Masters 1994,38,Goran Ivanisevic,2,11, 2
Miami Masters 1994,38,Michael Stich,2,12, 2
Monte Carlo Masters 1994,39,Stefan Edberg,4,2, 4
Monte Carlo Masters 1994,39,Andre Agassi,2,6, 2
Monte Carlo Masters 1994,39,Andrei Chesnokov,2,7, 2
Monte Carlo Masters 1994,39,Juan Aguilera,1,13, 1
Monte Carlo Masters 1994,39,Thomas Muster,2,8, 2
Monte Carlo Masters 1994,39,Michael Chang,4,3, 4
Monte Carlo Masters 1994,39,Boris Becker,3,5, 3
Monte Carlo Masters 1994,39,Jim Courier,5,1, 5
Monte Carlo Masters 1994,39,Sergi Bruguera,2,9, 2
Monte Carlo Masters 1994,39,Karel Novacek,1,14, 1
Monte Carlo Masters 1994,39,Emilio Sanchez,1,15, 1
Monte Carlo Masters 1994,39,Guy Forget,2,10, 2
Monte Carlo Masters 1994,39,Pete Sampras,4,4, 4
Monte Carlo Masters 1994,39,Goran Ivanisevic,2,11, 2
Monte Carlo Masters 1994,39,Michael Stich,2,12, 2
Hamburg Masters 1994,40,Stefan Edberg,4,2, 4
Hamburg Masters 1994,40,Andre Agassi,2,6, 2
Hamburg Masters 1994,40,Andrei Chesnokov,2,7, 2
Hamburg Masters 1994,40,Juan Aguilera,1,14, 1
Hamburg Masters 1994,40,Thomas Muster,2,8, 2
Hamburg Masters 1994,40,Michael Chang,4,3, 4
Hamburg Masters 1994,40,Boris Becker,3,5, 3
Hamburg Masters 1994,40,Jim Courier,5,1, 5
Hamburg Masters 1994,40,Sergi Bruguera,2,9, 2
Hamburg Masters 1994,40,Karel Novacek,1,15, 1
Hamburg Masters 1994,40,Guy Forget,2,10, 2
Hamburg Masters 1994,40,Pete Sampras,4,4, 4
Hamburg Masters 1994,40,Goran Ivanisevic,2,11, 2
Hamburg Masters 1994,40,Michael Stich,2,12, 2
Hamburg Masters 1994,40,Andrei Medvedev,2,13, 2
Rome Masters 1994,41,Stefan Edberg,4,3, 4
Rome Masters 1994,41,Andre Agassi,2,6, 2
Rome Masters 1994,41,Andrei Chesnokov,2,7, 2
Rome Masters 1994,41,Juan Aguilera,1,14, 1
Rome Masters 1994,41,Thomas Muster,2,8, 2
Rome Masters 1994,41,Michael Chang,4,4, 4
Rome Masters 1994,41,Boris Becker,3,5, 3
Rome Masters 1994,41,Jim Courier,5,1, 5
Rome Masters 1994,41,Sergi Bruguera,2,9, 2
Rome Masters 1994,41,Karel Novacek,1,15, 1
Rome Masters 1994,41,Guy Forget,2,10, 2
Rome Masters 1994,41,Pete Sampras,5,2, 5
Rome Masters 1994,41,Goran Ivanisevic,2,11, 2
Rome Masters 1994,41,Michael Stich,2,12, 2
Rome Masters 1994,41,Andrei Medvedev,2,13, 2
Canada Masters 1994,42,Stefan Edberg,4,3, 4
Canada Masters 1994,42,Andre Agassi,3,5, 3
Canada Masters 1994,42,Andrei Chesnokov,2,7, 2
Canada Masters 1994,42,Juan Aguilera,1,14, 1
Canada Masters 1994,42,Thomas Muster,2,8, 2
Canada Masters 1994,42,Michael Chang,4,4, 4
Canada Masters 1994,42,Boris Becker,3,6, 3
Canada Masters 1994,42,Jim Courier,5,1, 5
Canada Masters 1994,42,Sergi Bruguera,2,9, 2
Canada Masters 1994,42,Karel Novacek,1,15, 1
Canada Masters 1994,42,Guy Forget,2,10, 2
Canada Masters 1994,42,Pete Sampras,5,2, 5
Canada Masters 1994,42,Goran Ivanisevic,2,11, 2
Canada Masters 1994,42,Michael Stich,2,12, 2
Canada Masters 1994,42,Andrei Medvedev,2,13, 2
Cincinnati Masters 1994,43,Stefan Edberg,4,4, 4
Cincinnati Masters 1994,43,Andre Agassi,3,5, 3
Cincinnati Masters 1994,43,Andrei Chesnokov,2,7, 2
Cincinnati Masters 1994,43,Juan Aguilera,1,14, 1
Cincinnati Masters 1994,43,Thomas Muster,2,8, 2
Cincinnati Masters 1994,43,Michael Chang,5,1, 5
Cincinnati Masters 1994,43,Boris Becker,3,6, 3
Cincinnati Masters 1994,43,Jim Courier,5,2, 5
Cincinnati Masters 1994,43,Sergi Bruguera,2,9, 2
Cincinnati Masters 1994,43,Karel Novacek,1,15, 1
Cincinnati Masters 1994,43,Guy Forget,2,10, 2
Cincinnati Masters 1994,43,Pete Sampras,5,3, 5
Cincinnati Masters 1994,43,Goran Ivanisevic,2,11, 2
Cincinnati Masters 1994,43,Michael Stich,2,12, 2
Cincinnati Masters 1994,43,Andrei Medvedev,2,13, 2
Stockholm Masters 1994,44,Stefan Edberg,4,4, 4
Stockholm Masters 1994,44,Andre Agassi,3,6, 3
Stockholm Masters 1994,44,Andrei Chesnokov,2,7, 2
Stockholm Masters 1994,44,Juan Aguilera,1,14, 1
Stockholm Masters 1994,44,Thomas Muster,2,8, 2
Stockholm Masters 1994,44,Michael Chang,5,1, 5
Stockholm Masters 1994,44,Boris Becker,4,5, 4
Stockholm Masters 1994,44,Jim Courier,5,2, 5
Stockholm Masters 1994,44,Sergi Bruguera,2,9, 2
Stockholm Masters 1994,44,Karel Novacek,1,15, 1
Stockholm Masters 1994,44,Guy Forget,2,10, 2
Stockholm Masters 1994,44,Pete Sampras,5,3, 5
Stockholm Masters 1994,44,Goran Ivanisevic,2,11, 2
Stockholm Masters 1994,44,Michael Stich,2,12, 2
Stockholm Masters 1994,44,Andrei Medvedev,2,13, 2
Paris Masters 1994,45,Stefan Edberg,4,4, 4
Paris Masters 1994,45,Andre Agassi,4,5, 4
Paris Masters 1994,45,Andrei Chesnokov,2,7, 2
Paris Masters 1994,45,Juan Aguilera,1,14, 1
Paris Masters 1994,45,Thomas Muster,2,8, 2
Paris Masters 1994,45,Michael Chang,5,1, 5
Paris Masters 1994,45,Boris Becker,4,6, 4
Paris Masters 1994,45,Jim Courier,5,2, 5
Paris Masters 1994,45,Sergi Bruguera,2,9, 2
Paris Masters 1994,45,Karel Novacek,1,15, 1
Paris Masters 1994,45,Guy Forget,2,10, 2
Paris Masters 1994,45,Pete Sampras,5,3, 5
Paris Masters 1994,45,Goran Ivanisevic,2,11, 2
Paris Masters 1994,45,Michael Stich,2,12, 2
Paris Masters 1994,45,Andrei Medvedev,2,13, 2
Indian Wells Masters 1995,46,Stefan Edberg,4,4, 4
Indian Wells Masters 1995,46,Andre Agassi,4,5, 4
Indian Wells Masters 1995,46,Andrei Chesnokov,2,7, 2
Indian Wells Masters 1995,46,Juan Aguilera,1,14, 1
Indian Wells Masters 1995,46,Thomas Muster,2,8, 2
Indian Wells Masters 1995,46,Michael Chang,5,2, 5
Indian Wells Masters 1995,46,Boris Becker,4,6, 4
Indian Wells Masters 1995,46,Jim Courier,5,3, 5
Indian Wells Masters 1995,46,Sergi Bruguera,2,9, 2
Indian Wells Masters 1995,46,Karel Novacek,1,15, 1
Indian Wells Masters 1995,46,Guy Forget,2,10, 2
Indian Wells Masters 1995,46,Pete Sampras,6,1, 6
Indian Wells Masters 1995,46,Goran Ivanisevic,2,11, 2
Indian Wells Masters 1995,46,Michael Stich,2,12, 2
Indian Wells Masters 1995,46,Andrei Medvedev,2,13, 2
Miami Masters 1995,47,Stefan Edberg,4,5, 4
Miami Masters 1995,47,Andre Agassi,5,2, 5
Miami Masters 1995,47,Andrei Chesnokov,2,7, 2
Miami Masters 1995,47,Juan Aguilera,1,14, 1
Miami Masters 1995,47,Thomas Muster,2,8, 2
Miami Masters 1995,47,Michael Chang,5,3, 5
Miami Masters 1995,47,Boris Becker,4,6, 4
Miami Masters 1995,47,Jim Courier,5,4, 5
Miami Masters 1995,47,Sergi Bruguera,2,9, 2
Miami Masters 1995,47,Karel Novacek,1,15, 1
Miami Masters 1995,47,Guy Forget,2,10, 2
Miami Masters 1995,47,Pete Sampras,6,1, 6
Miami Masters 1995,47,Goran Ivanisevic,2,11, 2
Miami Masters 1995,47,Michael Stich,2,12, 2
Miami Masters 1995,47,Andrei Medvedev,2,13, 2
Monte Carlo Masters 1995,48,Stefan Edberg,4,5, 4
Monte Carlo Masters 1995,48,Andre Agassi,5,2, 5
Monte Carlo Masters 1995,48,Andrei Chesnokov,2,8, 2
Monte Carlo Masters 1995,48,Juan Aguilera,1,14, 1
Monte Carlo Masters 1995,48,Thomas Muster,3,7, 3
Monte Carlo Masters 1995,48,Michael Chang,5,3, 5
Monte Carlo Masters 1995,48,Boris Becker,4,6, 4
Monte Carlo Masters 1995,48,Jim Courier,5,4, 5
Monte Carlo Masters 1995,48,Sergi Bruguera,2,9, 2
Monte Carlo Masters 1995,48,Karel Novacek,1,15, 1
Monte Carlo Masters 1995,48,Guy Forget,2,10, 2
Monte Carlo Masters 1995,48,Pete Sampras,6,1, 6
Monte Carlo Masters 1995,48,Goran Ivanisevic,2,11, 2
Monte Carlo Masters 1995,48,Michael Stich,2,12, 2
Monte Carlo Masters 1995,48,Andrei Medvedev,2,13, 2
Hamburg Masters 1995,49,Stefan Edberg,4,5, 4
Hamburg Masters 1995,49,Andre Agassi,5,2, 5
Hamburg Masters 1995,49,Andrei Chesnokov,2,9, 2
Hamburg Masters 1995,49,Juan Aguilera,1,14, 1
Hamburg Masters 1995,49,Thomas Muster,3,7, 3
Hamburg Masters 1995,49,Michael Chang,5,3, 5
Hamburg Masters 1995,49,Boris Becker,4,6, 4
Hamburg Masters 1995,49,Jim Courier,5,4, 5
Hamburg Masters 1995,49,Sergi Bruguera,2,10, 2
Hamburg Masters 1995,49,Karel Novacek,1,15, 1
Hamburg Masters 1995,49,Guy Forget,2,11, 2
Hamburg Masters 1995,49,Pete Sampras,6,1, 6
Hamburg Masters 1995,49,Goran Ivanisevic,2,12, 2
Hamburg Masters 1995,49,Michael Stich,2,13, 2
Hamburg Masters 1995,49,Andrei Medvedev,3,8, 3
Rome Masters 1995,50,Stefan Edberg,4,5, 4
Rome Masters 1995,50,Andre Agassi,5,2, 5
Rome Masters 1995,50,Andrei Chesnokov,2,9, 2
Rome Masters 1995,50,Juan Aguilera,1,14, 1
Rome Masters 1995,50,Thomas Muster,4,6, 4
Rome Masters 1995,50,Michael Chang,5,3, 5
Rome Masters 1995,50,Boris Becker,4,7, 4
Rome Masters 1995,50,Jim Courier,5,4, 5
Rome Masters 1995,50,Sergi Bruguera,2,10, 2
Rome Masters 1995,50,Karel Novacek,1,15, 1
Rome Masters 1995,50,Guy Forget,2,11, 2
Rome Masters 1995,50,Pete Sampras,6,1, 6
Rome Masters 1995,50,Goran Ivanisevic,2,12, 2
Rome Masters 1995,50,Michael Stich,2,13, 2
Rome Masters 1995,50,Andrei Medvedev,3,8, 3
Canada Masters 1995,51,Stefan Edberg,4,5, 4
Canada Masters 1995,51,Andre Agassi,6,1, 6
Canada Masters 1995,51,Andrei Chesnokov,2,9, 2
Canada Masters 1995,51,Juan Aguilera,1,14, 1
Canada Masters 1995,51,Thomas Muster,4,6, 4
Canada Masters 1995,51,Michael Chang,5,3, 5
Canada Masters 1995,51,Boris Becker,4,7, 4
Canada Masters 1995,51,Jim Courier,5,4, 5
Canada Masters 1995,51,Sergi Bruguera,2,10, 2
Canada Masters 1995,51,Karel Novacek,1,15, 1
Canada Masters 1995,51,Guy Forget,2,11, 2
Canada Masters 1995,51,Pete Sampras,6,2, 6
Canada Masters 1995,51,Goran Ivanisevic,2,12, 2
Canada Masters 1995,51,Michael Stich,2,13, 2
Canada Masters 1995,51,Andrei Medvedev,3,8, 3
Cincinnati Masters 1995,52,Stefan Edberg,4,5, 4
Cincinnati Masters 1995,52,Andre Agassi,7,1, 7
Cincinnati Masters 1995,52,Andrei Chesnokov,2,9, 2
Cincinnati Masters 1995,52,Juan Aguilera,1,14, 1
Cincinnati Masters 1995,52,Thomas Muster,4,6, 4
Cincinnati Masters 1995,52,Michael Chang,5,3, 5
Cincinnati Masters 1995,52,Boris Becker,4,7, 4
Cincinnati Masters 1995,52,Jim Courier,5,4, 5
Cincinnati Masters 1995,52,Sergi Bruguera,2,10, 2
Cincinnati Masters 1995,52,Karel Novacek,1,15, 1
Cincinnati Masters 1995,52,Guy Forget,2,11, 2
Cincinnati Masters 1995,52,Pete Sampras,6,2, 6
Cincinnati Masters 1995,52,Goran Ivanisevic,2,12, 2
Cincinnati Masters 1995,52,Michael Stich,2,13, 2
Cincinnati Masters 1995,52,Andrei Medvedev,3,8, 3
Essen Masters 1995,53,Stefan Edberg,4,6, 4
Essen Masters 1995,53,Andre Agassi,7,1, 7
Essen Masters 1995,53,Andrei Chesnokov,2,9, 2
Essen Masters 1995,53,Juan Aguilera,1,14, 1
Essen Masters 1995,53,Thomas Muster,5,3, 5
Essen Masters 1995,53,Michael Chang,5,4, 5
Essen Masters 1995,53,Boris Becker,4,7, 4
Essen Masters 1995,53,Jim Courier,5,5, 5
Essen Masters 1995,53,Sergi Bruguera,2,10, 2
Essen Masters 1995,53,Karel Novacek,1,15, 1
Essen Masters 1995,53,Guy Forget,2,11, 2
Essen Masters 1995,53,Pete Sampras,6,2, 6
Essen Masters 1995,53,Goran Ivanisevic,2,12, 2
Essen Masters 1995,53,Michael Stich,2,13, 2
Essen Masters 1995,53,Andrei Medvedev,3,8, 3
Paris Masters 1995,54,Stefan Edberg,4,6, 4
Paris Masters 1995,54,Andre Agassi,7,1, 7
Paris Masters 1995,54,Andrei Chesnokov,2,9, 2
Paris Masters 1995,54,Juan Aguilera,1,14, 1
Paris Masters 1995,54,Thomas Muster,5,3, 5
Paris Masters 1995,54,Michael Chang,5,4, 5
Paris Masters 1995,54,Boris Becker,4,7, 4
Paris Masters 1995,54,Jim Courier,5,5, 5
Paris Masters 1995,54,Sergi Bruguera,2,10, 2
Paris Masters 1995,54,Karel Novacek,1,15, 1
Paris Masters 1995,54,Guy Forget,2,11, 2
Paris Masters 1995,54,Pete Sampras,7,2, 7
Paris Masters 1995,54,Goran Ivanisevic,2,12, 2
Paris Masters 1995,54,Michael Stich,2,13, 2
Paris Masters 1995,54,Andrei Medvedev,3,8, 3
Indian Wells Masters 1996,55,Stefan Edberg,4,6, 4
Indian Wells Masters 1996,55,Andre Agassi,7,1, 7
Indian Wells Masters 1996,55,Andrei Chesnokov,2,9, 2
Indian Wells Masters 1996,55,Juan Aguilera,1,14, 1
Indian Wells Masters 1996,55,Thomas Muster,5,4, 5
Indian Wells Masters 1996,55,Michael Chang,6,3, 6
Indian Wells Masters 1996,55,Boris Becker,4,7, 4
Indian Wells Masters 1996,55,Jim Courier,5,5, 5
Indian Wells Masters 1996,55,Sergi Bruguera,2,10, 2
Indian Wells Masters 1996,55,Karel Novacek,1,15, 1
Indian Wells Masters 1996,55,Guy Forget,2,11, 2
Indian Wells Masters 1996,55,Pete Sampras,7,2, 7
Indian Wells Masters 1996,55,Goran Ivanisevic,2,12, 2
Indian Wells Masters 1996,55,Michael Stich,2,13, 2
Indian Wells Masters 1996,55,Andrei Medvedev,3,8, 3
Miami Masters 1996,56,Stefan Edberg,4,6, 4
Miami Masters 1996,56,Andre Agassi,8,1, 8
Miami Masters 1996,56,Andrei Chesnokov,2,9, 2
Miami Masters 1996,56,Juan Aguilera,1,14, 1
Miami Masters 1996,56,Thomas Muster,5,4, 5
Miami Masters 1996,56,Michael Chang,6,3, 6
Miami Masters 1996,56,Boris Becker,4,7, 4
Miami Masters 1996,56,Jim Courier,5,5, 5
Miami Masters 1996,56,Sergi Bruguera,2,10, 2
Miami Masters 1996,56,Karel Novacek,1,15, 1
Miami Masters 1996,56,Guy Forget,2,11, 2
Miami Masters 1996,56,Pete Sampras,7,2, 7
Miami Masters 1996,56,Goran Ivanisevic,2,12, 2
Miami Masters 1996,56,Michael Stich,2,13, 2
Miami Masters 1996,56,Andrei Medvedev,3,8, 3
Monte Carlo Masters 1996,57,Stefan Edberg,4,6, 4
Monte Carlo Masters 1996,57,Andre Agassi,8,1, 8
Monte Carlo Masters 1996,57,Andrei Chesnokov,2,9, 2
Monte Carlo Masters 1996,57,Juan Aguilera,1,14, 1
Monte Carlo Masters 1996,57,Thomas Muster,6,3, 6
Monte Carlo Masters 1996,57,Michael Chang,6,4, 6
Monte Carlo Masters 1996,57,Boris Becker,4,7, 4
Monte Carlo Masters 1996,57,Jim Courier,5,5, 5
Monte Carlo Masters 1996,57,Sergi Bruguera,2,10, 2
Monte Carlo Masters 1996,57,Karel Novacek,1,15, 1
Monte Carlo Masters 1996,57,Guy Forget,2,11, 2
Monte Carlo Masters 1996,57,Pete Sampras,7,2, 7
Monte Carlo Masters 1996,57,Goran Ivanisevic,2,12, 2
Monte Carlo Masters 1996,57,Michael Stich,2,13, 2
Monte Carlo Masters 1996,57,Andrei Medvedev,3,8, 3
Hamburg Masters 1996,58,Stefan Edberg,4,6, 4
Hamburg Masters 1996,58,Andre Agassi,8,1, 8
Hamburg Masters 1996,58,Andrei Chesnokov,2,9, 2
Hamburg Masters 1996,58,Juan Aguilera,1,14, 1
Hamburg Masters 1996,58,Thomas Muster,6,3, 6
Hamburg Masters 1996,58,Michael Chang,6,4, 6
Hamburg Masters 1996,58,Boris Becker,4,7, 4
Hamburg Masters 1996,58,Jim Courier,5,5, 5
Hamburg Masters 1996,58,Sergi Bruguera,2,10, 2
Hamburg Masters 1996,58,Karel Novacek,1,15, 1
Hamburg Masters 1996,58,Guy Forget,2,11, 2
Hamburg Masters 1996,58,Pete Sampras,7,2, 7
Hamburg Masters 1996,58,Goran Ivanisevic,2,12, 2
Hamburg Masters 1996,58,Michael Stich,2,13, 2
Hamburg Masters 1996,58,Andrei Medvedev,3,8, 3
Rome Masters 1996,59,Stefan Edberg,4,6, 4
Rome Masters 1996,59,Andre Agassi,8,1, 8
Rome Masters 1996,59,Andrei Chesnokov,2,9, 2
Rome Masters 1996,59,Juan Aguilera,1,14, 1
Rome Masters 1996,59,Thomas Muster,7,2, 7
Rome Masters 1996,59,Michael Chang,6,4, 6
Rome Masters 1996,59,Boris Becker,4,7, 4
Rome Masters 1996,59,Jim Courier,5,5, 5
Rome Masters 1996,59,Sergi Bruguera,2,10, 2
Rome Masters 1996,59,Karel Novacek,1,15, 1
Rome Masters 1996,59,Guy Forget,2,11, 2
Rome Masters 1996,59,Pete Sampras,7,3, 7
Rome Masters 1996,59,Goran Ivanisevic,2,12, 2
Rome Masters 1996,59,Michael Stich,2,13, 2
Rome Masters 1996,59,Andrei Medvedev,3,8, 3
Cincinnati Masters 1996,60,Stefan Edberg,4,6, 4
Cincinnati Masters 1996,60,Andre Agassi,9,1, 9
Cincinnati Masters 1996,60,Andrei Chesnokov,2,9, 2
Cincinnati Masters 1996,60,Juan Aguilera,1,14, 1
Cincinnati Masters 1996,60,Thomas Muster,7,2, 7
Cincinnati Masters 1996,60,Michael Chang,6,4, 6
Cincinnati Masters 1996,60,Boris Becker,4,7, 4
Cincinnati Masters 1996,60,Jim Courier,5,5, 5
Cincinnati Masters 1996,60,Sergi Bruguera,2,10, 2
Cincinnati Masters 1996,60,Karel Novacek,1,15, 1
Cincinnati Masters 1996,60,Guy Forget,2,11, 2
Cincinnati Masters 1996,60,Pete Sampras,7,3, 7
Cincinnati Masters 1996,60,Goran Ivanisevic,2,12, 2
Cincinnati Masters 1996,60,Michael Stich,2,13, 2
Cincinnati Masters 1996,60,Andrei Medvedev,3,8, 3
Canada Masters 1996,61,Stefan Edberg,4,6, 4
Canada Masters 1996,61,Andre Agassi,9,1, 9
Canada Masters 1996,61,Andrei Chesnokov,2,9, 2
Canada Masters 1996,61,Juan Aguilera,1,14, 1
Canada Masters 1996,61,Thomas Muster,7,2, 7
Canada Masters 1996,61,Michael Chang,6,4, 6
Canada Masters 1996,61,Boris Becker,4,7, 4
Canada Masters 1996,61,Jim Courier,5,5, 5
Canada Masters 1996,61,Sergi Bruguera,2,10, 2
Canada Masters 1996,61,Karel Novacek,1,15, 1
Canada Masters 1996,61,Guy Forget,2,11, 2
Canada Masters 1996,61,Pete Sampras,7,3, 7
Canada Masters 1996,61,Goran Ivanisevic,2,12, 2
Canada Masters 1996,61,Michael Stich,2,13, 2
Canada Masters 1996,61,Andrei Medvedev,3,8, 3
Stuttgart Masters 1996,62,Stefan Edberg,4,7, 4
Stuttgart Masters 1996,62,Andre Agassi,9,1, 9
Stuttgart Masters 1996,62,Andrei Chesnokov,2,9, 2
Stuttgart Masters 1996,62,Juan Aguilera,1,14, 1
Stuttgart Masters 1996,62,Thomas Muster,7,2, 7
Stuttgart Masters 1996,62,Michael Chang,6,4, 6
Stuttgart Masters 1996,62,Boris Becker,5,5, 5
Stuttgart Masters 1996,62,Jim Courier,5,6, 5
Stuttgart Masters 1996,62,Sergi Bruguera,2,10, 2
Stuttgart Masters 1996,62,Karel Novacek,1,15, 1
Stuttgart Masters 1996,62,Guy Forget,2,11, 2
Stuttgart Masters 1996,62,Pete Sampras,7,3, 7
Stuttgart Masters 1996,62,Goran Ivanisevic,2,12, 2
Stuttgart Masters 1996,62,Michael Stich,2,13, 2
Stuttgart Masters 1996,62,Andrei Medvedev,3,8, 3
Paris Masters 1996,63,Stefan Edberg,4,7, 4
Paris Masters 1996,63,Andre Agassi,9,1, 9
Paris Masters 1996,63,Andrei Chesnokov,2,9, 2
Paris Masters 1996,63,Juan Aguilera,1,14, 1
Paris Masters 1996,63,Thomas Muster,7,2, 7
Paris Masters 1996,63,Michael Chang,6,4, 6
Paris Masters 1996,63,Boris Becker,5,5, 5
Paris Masters 1996,63,Jim Courier,5,6, 5
Paris Masters 1996,63,Sergi Bruguera,2,10, 2
Paris Masters 1996,63,Karel Novacek,1,15, 1
Paris Masters 1996,63,Guy Forget,2,11, 2
Paris Masters 1996,63,Pete Sampras,7,3, 7
Paris Masters 1996,63,Goran Ivanisevic,2,12, 2
Paris Masters 1996,63,Michael Stich,2,13, 2
Paris Masters 1996,63,Andrei Medvedev,3,8, 3
Indian Wells Masters 1997,64,Stefan Edberg,4,7, 4
Indian Wells Masters 1997,64,Andre Agassi,9,1, 9
Indian Wells Masters 1997,64,Andrei Chesnokov,2,9, 2
